AuthorID,AuthorName,Count_cited
XnuKb_ujs1MC,Haijun Yang,82339
2nZjnKoAAAAJ,Xiaofeng Wang,74285
zNGYoA8AAAAJ,Yu Zhang,63335
LTl05m0AAAAJ,Zhen Hu,61548
U-hpAbcAAAAJ,Jing Zhu,59916
zHnFlEsAAAAJ,GQ Chen（陈国强）,56072
qG7UQVcAAAAJ,Guo-Qiang (George) Chen,46808
4LV7HnAAAAAJ,LIANG WANG,45724
BcfhJ-4AAAAJ,Jinghong Li,45473
aedLOyoAAAAJ,Yigong Shi,45129
H5msNWsAAAAJ,Fei Wei,44476
RekkftIAAAAJ,Li Liang  DAE-THU,43181
WYyB7wYAAAAJ,yanluan lin,37855
qkcc0OYAAAAJ,Qiang Zhang,36538
0Y3HEBUAAAAJ,Yimin Liu,33268
x-G741IAAAAJ,Peng Gong,31795
0-SZSzgAAAAJ,Lin Liu (刘璘),31370
IBF9kPwAAAAJ,Junwei Cao,28155
1Ah2Q0cAAAAJ,Zhang Jun,27579
66fXQKgAAAAJ,Zhihui Du,27383
T4e_ARMAAAAJ,Jian Yang,26968
nlpr-DMAAAAJ,Qiang Gao,26551
mWS1pY4AAAAJ,Minlie Huang,25924
JUtMTT0AAAAJ,Hongwei Zhu,24399
f2p7pEkAAAAJ,Yang Xu,24027
rlsV8SUAAAAJ,Quan Zhou,22403
PAxVoA0AAAAJ,Qiang Zhang,22190
qKvXbEoAAAAJ,Jun LI (李 隽),21134
sXJuK9MAAAAJ,Baoding Liu,20889
xwR1hoEAAAAJ,Boyang Xu,20792
5mUoFN0AAAAJ,Jianqiang Wang(王建强),19933
lC7bVMwAAAAJ,Ling Wang,19302
JGWdlSgAAAAJ,余刚,18220
MLEzuyAAAAAJ,Wenhui Duan,18162
61DNIX0AAAAJ,Hui Wu,18041
68qp0DwAAAAJ,Li Zhang,17642
7t2jzpgAAAAJ,Wenwu Zhu,17535
-goooIUAAAAJ,Gui Lu Long,17395
uoR2PUkAAAAJ,Baohua Li,17320
i6ziL8oAAAAJ,Yu-Jin ZHANG 章毓晋,17282
4h-LHsYAAAAJ,Lin-Hai Han,16638
2qu2fYMAAAAJ,Boming Zhang,16630
bPE4qTYAAAAJ,Yule Liu       劉玉樂,16262
GL9M37YAAAAJ,Changshui Zhang,16012
Hpg2NCcAAAAJ,Xi-Qiao Feng (冯西桥),15076
DmtqZ5oAAAAJ,Jianhua Feng,14932
CAlO2UsAAAAJ,Junhua Li,14834
npBqkNAAAAAJ,Wang Xiaoge,14818
AgT4P6gAAAAJ,Gang Yu,14739
2XzTffYAAAAJ,Zheng Ouyang,14618
_1f_6TEAAAAJ,Jianhong XU(徐建鸿）,14339
n1zDCkQAAAAJ,Tang Jie,14296
wrtnAbEAAAAJ,Zhi John Lu,13966
CHAajY4AAAAJ,Qionghai  Dai,13956
VfBaiG8AAAAJ,Jianyong Wang,13871
3vNOg44AAAAJ,wang shuxiao,13745
tvJSBWUAAAAJ,Dabo Guan (关大博),13543
N_Z0SDMAAAAJ,Chongqing Kang,13390
mK01ms0AAAAJ,Chenyi Yi,13303
rgD-ISsAAAAJ,Yongxin Wang,12753
pXFyClkAAAAJ,Li Jinhui (李金惠),12481
LDb4tb0AAAAJ,Shi-Min Hu,12295
hpAXtBEAAAAJ,Yinping Zhang,12245
tDuPo6MAAAAJ,Bilu Liu (刘碧录),12054
UW8q-dMAAAAJ,HongYing HU,11836
M0qlf9UAAAAJ,Jin chen,11698
5kidFf8AAAAJ,Xin-Bing Cheng,11524
7zupzg0AAAAJ,Fan Yang,11144
MiovcboAAAAJ,Jianmin Wang,10854
SoM0e_AAAAAJ,Jun Huang,10848
2rZz2dgAAAAJ,Bi-Jie Li,10823
cqiZ2wkAAAAJ,Jiawei Wang,10816
LBDHkJoAAAAJ,Xiaoyan Zhang,10729
YsQD69wAAAAJ,Daoxin Xie,10696
8qNKdf0AAAAJ,Shengwei Mei,10568
o2ZRDe4AAAAJ,Xuegong Zhang,10477
X8xxO-kAAAAJ,Wei Xie,10413
-P9LwcgAAAAJ,Gao Huang （黄高）,10406
zIgT0HMAAAAJ,Maosong Sun,10255
jCSAgFQAAAAJ,Wenchuan Wu,10053
gA1_RnwAAAAJ,Jian Chen,9893
hX_OHgYAAAAJ,zhigang xiao,9826
zmacM8cAAAAJ,Wei Lv,9788
aR34e1gAAAAJ,Jinzhi Lei,9670
42biksUAAAAJ,WEI PAN,9477
TN8uDQoAAAAJ,Jiwen Lu (鲁继文),9401
8HR2SA0AAAAJ,gao xiaorong,9398
s9EEgbUAAAAJ,Jian Wu,9361
GilP2wYAAAAJ,lei huang,9328
jhyC8TsAAAAJ,Zhaocheng Wang,9259
OD-QFQQAAAAJ,Jianming HU,9249
7WpyPYUAAAAJ,Peter E. Lobie,9229
Rm40Ke0AAAAJ,Ruitao Lv,9171
g3maTXcAAAAJ,Zeng-Yuan Guo,9138
-2_P9-QAAAAJ,"Wang, Xingzheng",9131
90AHpHIAAAAJ,"Xiaoyan Zhang, Xinyuan Professor of Finance",9048
JD8JFLsAAAAJ,Jinliang HE,9047
FgqyowEAAAAJ,Ye Wu,8972
nlQd1rsAAAAJ,Lian Duan 段炼,8949
-J67F8EAAAAJ,Xinzheng Lu,8905
s1jNBOMAAAAJ,Haitao Li,8886
dCSFHVYAAAAJ,Yihui Zhang,8845
gnxgnwQAAAAJ,Zhisheng Niu,8842
3GO5nkEAAAAJ,Weimin Zheng,8591
sSZPOCsAAAAJ,Jingkun Jiang,8505
AIDcfXYAAAAJ,Xiaohua Shen,8455
VNcqui8AAAAJ,Xu Zhiping,8288
dx3wNQYAAAAJ,LIU Xiaoli,8144
OTFnifoAAAAJ,Linglong Dai,8131
dCjNv3AAAAAJ,Moran Wang,8115
7ZWxY8EAAAAJ,Ke Wang,8035
kmgzPeQAAAAJ,Yong Li,7881
raOiufQAAAAJ,"Kun Yang, Dr., Professor",7831
UizQeO4AAAAJ,Hang Hubert Yin,7752
ko4rkXsAAAAJ,Liu Qiang,7668
SgNB-ioAAAAJ,Juanzi Li,7420
ExRe-64AAAAJ,Zheng Yang,7339
Pi89P8kAAAAJ,Guoliang Li,7305
ym995yYAAAAJ,Shuyun Zhou,7229
EChmLWsAAAAJ,Chen Chen,7217
xxckIDQAAAAJ,Xiongfeng Ma (马雄峰),7128
Fmu5TjcAAAAJ,Hamish Coates,7062
TOYCncwAAAAJ,Hao Zhou,7030
6C4hz9oAAAAJ,Yuan Li,7021
Lhc7LL8AAAAJ,Hui Zhai,6956
dT0v5u0AAAAJ,Zhiyuan Liu,6937
3m8I0XAAAAAJ,Huazhong Yang,6843
ZYDz2GIAAAAJ,Shixia Liu,6724
rw6vWdcAAAAJ,Shiji Song,6714
zSiDAt4AAAAJ,Ying-Qing Xu,6574
gNaxk-AAAAAJ,Lu languang,6528
DRiO-b0AAAAJ,Huaqiang Cao,6463
b8H2r2sAAAAJ,Peixue Jiang,6222
JpiiDZ8AAAAJ,Jingyu Xi 席靖宇,6167
K5oLBZEAAAAJ,Qing Xia,6137
EmXEPScAAAAJ,PENG LIANG,6049
axsP38wAAAAJ,Jun Zhu,6040
rDdW6xgAAAAJ,Lai Wang,5955
j8JGVvoAAAAJ,Yu Wang(汪玉),5942
vnx2cPoAAAAJ,Hong Yao (姚宏),5841
Ltlv2DMAAAAJ,Yubo Chen,5823
YxS113cAAAAJ,Sean (Xin) Xu,5757
PU8PbG4AAAAJ,Hao Zhang (张昊),5745
c9rl2XoAAAAJ,Xu-Ming Xie,5728
mnkNRq0AAAAJ,Huaping Xu,5696
hhV6J6UAAAAJ,Haizhou Ai,5633
UTDfWocAAAAJ,Yue Gao,5527
Dxiw1K8AAAAJ,Shengbo Eben Li（李升波）,5514
03RoJQ0AAAAJ,Shao Li,5457
bIVZQNwAAAAJ,Can-Li Song,5449
Aec7FSQAAAAJ,chuanyi Liu,5448
26jw6VgAAAAJ,Kai Liu,5394
-x35VMAAAAAJ,Chunxiao Jiang (姜春晓),5354
8YiDaHMAAAAJ,Ningsheng Cai,5307
Hk2hMmYAAAAJ,Yu Xiang (向宇),5293
5MaDEvAAAAAJ,Jiaping Wang,5281
Ejw7te8AAAAJ,Professor Binliang Lin,5249
_MjXpXkAAAAJ,Mingsheng Long (龙明盛),5212
U9JDkRUAAAAJ,Chao Sun,5120
PzmT8J4AAAAJ,Yi LUO,5104
vGwPE_wAAAAJ,HEwu Wang,5081
J3yWhfAAAAAJ,Jiang Wanjun,5068
xzi8EQMAAAAJ,Shiu-Yuen Cheng,5060
z0Gc4ZwAAAAJ,Yingying Zhang,5035
6G8hSssAAAAJ,Qinglai Guo,4992
02lscv4AAAAJ,Yunfeng Yang,4975
YVvMM_MAAAAJ,Bing Zhou,4965
dbR6bD0AAAAJ,Zhenhua Guo,4947
QOfauRYAAAAJ,Bin Zhao（赵 彬）,4901
pj2-oQcAAAAJ,He Tian (田禾),4880
r0KzDh8AAAAJ,Xiaowo Wang,4833
NBEsjOAAAAAJ,Xiaoyu Hu,4819
kdruKKkAAAAJ,Ming Zeng,4815
9PFjvSkAAAAJ,Zhao Xuebing,4800
Rv48UC8AAAAJ,Jing Ma,4799
hDHnDLgAAAAJ,Rau Pei-Luen Patrick,4784
UcpEexUAAAAJ,Yilin Mo,4770
RM9PdroAAAAJ,Meirong Zhang,4766
7Dt15owAAAAJ,Hai Qi,4761
_dh8V2gAAAAJ,Yong Xu (徐勇),4757
G8x97ZgAAAAJ,Peng Cui,4732
RXbsNzgAAAAJ,Bai Benfeng,4719
VQDOrG8AAAAJ,"Han, Xuebing",4619
zcTvdvwAAAAJ,Xuan Tian,4618
77OJO4UAAAAJ,Wu Ji,4550
x58fnLQAAAAJ,Keqiang Li,4511
5D_3qQ4AAAAJ,Xue-Ning Bai,4502
qSIysB4AAAAJ,Bo Hong,4498
LjBCl4UAAAAJ,Yuanyuan Duan (段远源),4497
BYt8ioUAAAAJ,Xiaorong Xie,4435
KTYQRzYAAAAJ,Jiangtao Wen,4414
0HtCYQEAAAAJ,Min Zhang,4395
MIVnt2cAAAAJ,Yi Cheng,4378
GFGN-ykAAAAJ,Dan Li,4359
fLdTI90AAAAJ,Rui Zhang,4349
5isoO_QAAAAJ,Yong Cui,4335
P1jPSzMAAAAJ,Minlie Huang,4322
_XXLtZgAAAAJ,Ke XU,4312
9c8plF0AAAAJ,Jun Bi,4301
i_zA1VsAAAAJ,Dan Pei,4269
o9SUWnoAAAAJ,Jianwen Luo,4230
sV7MnFkAAAAJ,Qinghua Zhang,4227
EXhxWjAAAAAJ,Sheng Zhou (周盛),4220
MHGupVkAAAAJ,Bin Liu,4179
HXnkIkwAAAAJ,Huaping Liu（刘华平）,4172
tOCrGOMAAAAJ,Zhijie Chang,4167
GlCGG30AAAAJ,Peter Ho （何佩生）,4149
dvAOfjAAAAAJ,Cheng Tang,4137
B7F3yt4AAAAJ,Ding Guiguang,4105
qR1zQHQAAAAJ,Song Jian,4062
JKZ1McYAAAAJ,Xue Feng,4060
PpKNQJYAAAAJ,Zhu Xiaoshan,4049
023ktacAAAAJ,Xianlai Zeng (曾现来),4048
rXMoLdwAAAAJ,Chen Hongwei,4043
qlcjuzcAAAAJ,Jianjiang Feng (冯建江),4018
xKjMFzcAAAAJ,Rufan Zhang (张如范),4012
LkF_AbYAAAAJ,Rui Jiang,3999
Q6TkqvkAAAAJ,Jun Yang,3985
X708BkIAAAAJ,Yang Liu,3966
J1UumUQAAAAJ,Xiong Zhang,3947
pgHpCMEAAAAJ,Li Li,3862
8cSV-rUAAAAJ,Pingyi Fan,3851
C0x48jcAAAAJ,Yanping (Yan-Ping) CAO,3849
T0tUjUMAAAAJ,Jinchun Chen,3844
ImhN6J8AAAAJ,Chen-Zi Zhao,3835
qskOXCsAAAAJ,Yujue Wang,3829
7cvzRTIAAAAJ,Le Yu,3759
7aA_QzkAAAAJ,Qixin Chen,3727
7DQaWJYAAAAJ,Bing Li,3713
j2AJnREAAAAJ,Yu Tian,3692
q44q6B0AAAAJ,Xiang Chen (陈翔),3692
-W5PrZsAAAAJ,jian sun,3667
uEYEo18AAAAJ,Da Yan,3630
aWZ783cAAAAJ,Changxi Yang,3620
v9FHTcQAAAAJ,Shuiqing Li,3601
PEzgoMIAAAAJ,Lin Gan  干林,3585
BjMXQRgAAAAJ,Di Long,3585
hGCD32UAAAAJ,Zhaoyin Wang,3580
zZ1QL4YAAAAJ,Yongpan Liu,3571
qfewonIAAAAJ,Zhidong Deng,3561
v836H7oAAAAJ,Woogeun Rhee,3560
zvsD7iQAAAAJ,Feng Liu,3552
aFoyewIAAAAJ,Qunyang Li,3513
SjXP_mAAAAAJ,Zeping Hu,3510
tIuwaBsAAAAJ,Jun Ni,3481
PZsXsvQAAAAJ,Fang Zhang,3416
Dur2Qc0AAAAJ,Sigang Yang,3375
mb1AIB8AAAAJ,Yanan Du,3350
ORRY7CgAAAAJ,Qianchuan Zhao,3314
JYe-E_wAAAAJ,Keyou You  游科友,3308
anlMDT8AAAAJ,Wei Li,3305
iiMwT7IAAAAJ,Simin Feng,3297
7F0RyK4AAAAJ,Xiaoyuan Zhang,3296
qiKXBFcAAAAJ,Qi LI,3296
GF54aiMAAAAJ,Qi Lu,3288
JNFueGYAAAAJ,Wei Li,3284
17hqiZ0AAAAJ,Feng JIN,3271
t4wykP8AAAAJ,Xufei Mao,3270
0cczd-0AAAAJ,Yue Peng,3244
aMdqgF8AAAAJ,Wei Chen,3228
7wkWtmwAAAAJ,Song Cen 岑松,3205
FgsMcFwAAAAJ,Gui-Li Tian,3201
Vk4r1pEAAAAJ,Qiang Yao,3189
lVhoKNcAAAAJ,Yang Liu,3187
GnU8mlsAAAAJ,Xiaoyan Li,3183
PzOx2UUAAAAJ,Xiaoying Bai,3180
xL6zuCMAAAAJ,Mingwei Xu,3165
Ju0-XIwAAAAJ,林峰，Feng Lin,3158
6HoJFCMAAAAJ,Minghua Chen,3154
AcigKwwAAAAJ,Yanbin Huang,3150
eK2YuAoAAAAJ,Qiangfeng Cliff Zhang,3145
1mDpUSgAAAAJ,Yuan Shen,3142
2BV1_aAAAAAJ,Bing-Yang Cao (曹炳阳),3134
8GVKNywAAAAJ,韩志富han zhifu,3131
PksdgoUAAAAJ,Xiaolin Hu,3106
70Fly6cAAAAJ,Ziyang Meng,3097
Xrh1OIUAAAAJ,Xiu LI,3081
QiKzMPoAAAAJ,Yonggang Meng,3076
rw7Mk4gAAAAJ,Qingbin Li (李庆斌),3071
kp2KkvkAAAAJ,Yu-Sung Su,3062
1HxBgcEAAAAJ,YIXIANG SHI,3054
Isjelx0AAAAJ,Guoping ZENG 曾国屏,3031
mT_RSGgAAAAJ,(Samuel) Qing-Shan Jia,3021
bHNScdMAAAAJ,Jianfeng Yu,3007
eKuj3fIAAAAJ,Jun Hu,3007
jX4VmJEAAAAJ,Bin Yang,2955
0DN6kKoAAAAJ,Yugong Luo,2954
86vMIpMAAAAJ,huan liu,2945
pbPRcYMAAAAJ,Lexian Yang,2938
Ho3ZGIEAAAAJ,Ning Zhang,2930
f3C0jUIAAAAJ,Wen Lijie（闻立杰）,2925
-DZeM0MAAAAJ,Wenjia Cai,2874
Bfyyx3UAAAAJ,Borong LIN (林波荣),2870
peOFy2oAAAAJ,Huaqiang Wu,2854
UE-r4yYAAAAJ,WANLI LIU,2831
FL61g6wAAAAJ,Yuantao Gu,2822
3nz8KRoAAAAJ,Zhilin Liu,2781
zMeQGdIAAAAJ,Xiao He,2779
_bAFVu8AAAAJ,Wenguo Weng,2775
H3MX_8IAAAAJ,Thomas Fang Zheng,2767
b5qfPNkAAAAJ,Shanjin Huang,2762
hbMx114AAAAJ,Haohuan Fu,2761
kmx3qJkAAAAJ,Jia Li（李佳）,2752
PS8nZbMAAAAJ,Peng Lin （P.Lin 林鹏）,2748
EUw3g6MAAAAJ,Chao Chen (陈超),2735
HupojQMAAAAJ,Steven White,2701
-_0V-skAAAAJ,Xue-Qiang Zhang,2697
9UN3Ve4AAAAJ,Fenrong Liu,2661
VccUDSgAAAAJ,Jiwu Shu,2647
1Vrz-xYAAAAJ,Yong-Bin Yan,2631
P22Re5EAAAAJ,Hongsik Jeong,2600
1DKxXhsAAAAJ,Fuqiang Tian,2595
GNDtwWQAAAAJ,Yong-Jin LIU,2588
zJrp5gEAAAAJ,hexi baoyin,2586
1aRX-0EAAAAJ,Mingpeng Yu,2586
mG5EisMAAAAJ,Peng FENG,2562
7Naj6SsAAAAJ,Yu Xia,2550
CLVnGZ4AAAAJ,Meihua Liu,2527
6jN5vScAAAAJ,Wei Xu,2495
ve1ODkYAAAAJ,Zhanli Liu,2492
FHQuDR0AAAAJ,Wang Xin,2492
g8vKr74AAAAJ,Yun He,2479
o1mDfgEAAAAJ,Yuanmu Yang,2468
-OQff8MAAAAJ,Yi Lu,2459
DO7hp4AAAAAJ,Shaoze Yan,2446
XBGQb-kAAAAJ,Yongheng Yang,2428
8w4zZSQAAAAJ,Lin Mei,2425
ICyD2NYAAAAJ,Xue Wang,2411
aS_r8f8AAAAJ,Isaac Dinaharan,2408
UyUg-isAAAAJ,Wenhua Chen,2408
qqGn5p4AAAAJ,Zhijun Zhang,2400
3gh61HQAAAAJ,Zhiqiang Niu,2396
0K0vXF4AAAAJ,Xiaoqing You,2396
o7wDT9UAAAAJ,姚强,2390
870HM4sAAAAJ,Hai Xiao (肖 海),2373
US3aLC8AAAAJ,Yan-Fu Li,2352
JMLNKnEAAAAJ,Chong Yan,2323
zX7i1EkAAAAJ,Jian Li,2293
7wCSAeoAAAAJ,Jun Yao,2287
VcOvavIAAAAJ,Bo-Quan Li,2269
VaktMqwAAAAJ,王忠静,2265
6Ki7Zl4AAAAJ,李和平,2242
cTteuQ4AAAAJ,Jinhan Mo,2222
zMd4-mkAAAAJ,zhe wang,2218
jEt8M-0AAAAJ,Xiaoqiang Tang,2185
RfLloJYAAAAJ,chen shen,2183
ogXIdlYAAAAJ,Yebin Liu,2172
DEul9G0AAAAJ,Chuangang Ning,2160
ld3axtkAAAAJ,Yongwei WU,2141
zX-ba_MAAAAJ,Luyan Sun,2140
GY65fHUAAAAJ,Qiaoran Xi,2130
ekjj9m4AAAAJ,Zhong Wang (汪忠),2128
4KkxjPkAAAAJ,Nan Li,2111
kY73FNYAAAAJ,Wen-Zheng Zhang,2068
yH9OkqYAAAAJ,Xiaomeng Huang,2064
dRlYkDIAAAAJ,Chao Chen,2063
qfaMS6EAAAAJ,Zedong zheng,2055
Fuhq1mkAAAAJ,Guijin Wang,2052
YjlJVf4AAAAJ,Hanbo Yang,2051
HRWliPUAAAAJ,"Han Hao, 郝瀚",2043
oIjjYG0AAAAJ,Xuning Feng,2037
WElRQaUAAAAJ,Jose C. Pastor-Pareja,2029
HkyLOgsAAAAJ,ZHE LI (李哲),2018
g9d_K0sAAAAJ,Longbo Huang,2011
MnLqyw8AAAAJ,Baolong Wang,2010
a9E9jsMAAAAJ,Xu Zhang,1999
tP8a-UEAAAAJ,Bichai Wang,1982
knz2JDsAAAAJ,Zhiwei Xu,1978
vg_SRIAAAAAJ,Shuming Liu,1965
jubXC_oAAAAJ,"Li, Renkai",1949
bzUAoWIAAAAJ,Dong Wang (王东),1944
a-9TTg4AAAAJ,Xudong Zhang,1944
U3PPb4EAAAAJ,He-Ping Li,1939
IKHhD4IAAAAJ,Bo Li,1935
DAx7HOQAAAAJ,Xinggang Lin,1927
r33N-kQAAAAJ,Liming HU,1921
hGfUQZYAAAAJ,Wenjian Yu,1904
m-vMDFkAAAAJ,Fan YANG (杨帆),1900
yGTOi34AAAAJ,"Haixin Duan,  段海新",1897
AyavYgYAAAAJ,Kai WANG（王凯）,1874
hjZ6R54AAAAJ,Xun Lan,1870
w4fQqqkAAAAJ,Wen-An Yong,1858
ZfipHbMAAAAJ,Hongyan Zhao,1854
xbxhxukAAAAJ,Zhizhong Li,1850
Zu_lSbAAAAAJ,Ning Ge,1849
iJD-WFUAAAAJ,Yuan Feng,1836
6vmm8M4AAAAJ,"Ming-Tian Zhang, Associate Professor",1829
YHB1nm4AAAAJ,Huimin Lei,1829
J70foBYAAAAJ,Yang Yang/杨洋,1824
mACT1EAAAAAJ,Jin Lin,1821
JcWwEqEAAAAJ,Ye Xiang,1815
93ITpK4AAAAJ,Shaojun Zhang,1806
LfJMXC4AAAAJ,Jianping Wu,1801
5FbACvMAAAAJ,changfu you,1795
nFRwU2AAAAAJ,Binhang Yan,1776
L6aejmEAAAAJ,Xuedan Zhang,1775
X0nl4FYAAAAJ,Ligong Chen,1750
nedtZssAAAAJ,M Zhao,1745
M7tkcf4AAAAJ,Qiang Song (宋蔷),1745
gmlQ0msAAAAJ,Zhibing Wang,1732
qdybErkAAAAJ,Yuting Yang,1724
uH_4hycAAAAJ,Yong-Chun Liu,1718
M4pw1wMAAAAJ,Gang Ye,1715
GaJXFWMAAAAJ,Bo Li,1688
rIaG61EAAAAJ,Re-Bing Wu,1684
0jm4Z2gAAAAJ,Kunlun Zhang,1683
MMzuceYAAAAJ,Wei Xue,1680
s5HoSlkAAAAJ,Ying Xu,1675
LOgi06kAAAAJ,Liu Le,1673
7LcGErsAAAAJ,Haiwang Zhong,1666
q2RA5HIAAAAJ,Ji-Jiang Yang,1665
x_VlptIAAAAJ,Lei Shi,1662
eV_MEVYAAAAJ,Bin Xu,1652
e4lel8QAAAAJ,Jinli Suo,1652
JzF_vo4AAAAJ,Yinhai Zhu,1648
bvBDnaIAAAAJ,Xiaoxiao Xue,1641
m95Rdz8AAAAJ,Guangxue Wu,1631
iWsEXE0AAAAJ,yuxiang xing,1621
Fks4s-wAAAAJ,Jian Yuan,1620
