id,name,affiliation,sampled_type,pubs_count,est_cits,journal_pubs_count,conference_pubs_count,nontech_pubs_count,journal_est_cits,conference_est_cits,nontech_est_cits,org_h_index,tech_h_index
2789349870,J. N. Pompeo,University of Pennsylvania,north_america_randoms,2,17,2,0,0,17,0,0,2,2
2260956797,Deborah Widdowson,"University of California, Berkeley",north_america_randoms,1,29,1,0,0,29,0,0,1,1
2530155444,W. T. Rockihold,Purdue University,north_america_randoms,1,1,1,0,0,1,0,0,1,1
2762124978,Michael C. Slack,George Washington University,north_america_randoms,3,18,3,0,0,18,0,0,2,2
2578126745,Betty C. Irwin,Johns Hopkins University,north_america_randoms,4,60,2,0,0,49,0,0,3,3
2324093474,M. Stȩślicka,University of Waterloo,north_america_randoms,1,29,1,0,0,29,0,0,1,1
2949886587,P. Soffitta,Columbia University,north_america_randoms,191,3974,70,1,1,3606,0,0,21,21
2649207892,X. Chen,University of Michigan,north_america_randoms,3,26,2,0,0,24,0,0,2,2
2565962526,Maria Lopez de Murphy,Pennsylvania State University,north_america_randoms,2,3,1,0,0,3,0,0,1,1
2170878292,S. Karthik,Purdue University,north_america_randoms,2,4,1,0,0,4,0,0,1,1
2556838824,Steve Viger,Michigan State University,north_america_randoms,1,57,1,0,0,57,0,0,1,1
2486992808,Jerry D. Richard,Massachusetts Institute of Technology,north_america_randoms,1,5,0,1,0,0,5,0,1,1
2126850107,A. M. Reece,University of Florida,north_america_randoms,1,21,1,0,0,21,0,0,1,1
2703993061,D.J. Mellor,University of Illinois at Urbana–Champaign,north_america_randoms,6,31,2,0,0,31,0,0,1,1
2479886372,Nancy Sims,University of Michigan,north_america_randoms,1,0,0,0,0,0,0,0,0,0
2690523216,R. P. Hammond,McMaster University,north_america_randoms,2,86,2,0,0,86,0,0,2,2
1980161786,Frances C. Womack,Vanderbilt University,north_america_randoms,9,712,8,0,0,712,0,0,6,6
2752838686,Yu-Ling Chang,"University of California, Berkeley",north_america_randoms,1,0,0,0,0,0,0,0,0,0
2328043759,Youngxin Zhao,University of Illinois at Chicago,north_america_randoms,1,7,1,0,0,7,0,0,1,1
2131281135,J.N. Miller,Duke University,north_america_randoms,3,13,2,0,0,13,0,0,1,1
2893282930,Kazuaki Monde,University of Michigan,north_america_randoms,3,63,3,0,0,63,0,0,2,2
2899181247,M. J. ShoupIII,University of Rochester,north_america_randoms,1,2,1,0,0,2,0,0,1,1
2163382506,Heemin Yoo,University of Arizona,north_america_randoms,1,1,0,0,0,0,0,0,1,1
2656102503,Peter Chiang,University of Michigan,north_america_randoms,1,65,1,0,0,65,0,0,1,1
681388842,Cornelius Y. Taabazuing,University of Massachusetts Amherst,north_america_randoms,11,90,7,0,0,90,0,0,4,4
2896609075,Elaine F. Reed,"University of California, Berkeley",north_america_randoms,1,2,0,0,0,0,0,0,1,1
2652013909,E. Egaña,Harvard University,north_america_randoms,2,22,2,0,0,22,0,0,2,2
2297343472,Catherine Duff,University of Toronto,north_america_randoms,20,2899,19,0,0,2898,0,0,14,14
2274746380,Gordon Molhoj,University of Victoria,north_america_randoms,1,0,0,0,0,0,0,0,0,0
2073528912,Moxun Tang,Michigan State University,north_america_randoms,11,64,10,0,0,64,0,0,5,5
2789491072,Se Hyung Park,University of British Columbia,north_america_randoms,2,196,2,0,0,196,0,0,1,1
2883175861,Zachary Hickey,Queen's University,north_america_randoms,3,0,2,0,0,0,0,0,0,0
2699117039,Elena Malova,University of British Columbia,north_america_randoms,1,1,1,0,0,1,0,0,1,1
2419928487,Natalie Warner,Princeton University,north_america_randoms,1,332,1,0,0,332,0,0,1,1
2588508597,Lucy Davidson,Emory University,north_america_randoms,4,182,3,0,0,153,0,0,3,3
2560536127,Jane L. Traweek,Duke University,north_america_randoms,1,62,1,0,0,62,0,0,1,1
2579852726,Amit Goel,University of Washington,north_america_randoms,4,146,4,0,0,146,0,0,2,2
2575303819,Hae June Lee,"University of California, Berkeley",north_america_randoms,2,19,2,0,0,19,0,0,2,2
2568522483,R. V. Brown,George Washington University,north_america_randoms,1,0,1,0,0,0,0,0,0,0
2149829082,David B. Haughey,University of Minnesota,north_america_randoms,7,79,7,0,0,79,0,0,3,3
2645079211,K. L. Kruithoff,University of Massachusetts Amherst,north_america_randoms,2,422,2,0,0,422,0,0,2,2
2135764413,Kee Warner,University of Colorado Boulder,north_america_randoms,1,11,1,0,0,11,0,0,1,1
2669859860,Donna Li,Boston University,north_america_randoms,1,21,1,0,0,21,0,0,1,1
2886496365,Tyler Pirlot,University of Calgary,north_america_randoms,1,0,0,0,0,0,0,0,0,0
2804316111,Suhrata Verma,McMaster University,north_america_randoms,1,0,1,0,0,0,0,0,0,0
2560867806,C. M. Kochunny,University of Minnesota,north_america_randoms,1,0,0,0,0,0,0,0,0,0
2402596562,Hans Soddemann,Massachusetts Institute of Technology,north_america_randoms,4,8,0,0,0,0,0,0,2,2
2306478043,Andrea L. Lazar,University of North Carolina at Chapel Hill,north_america_randoms,1,0,0,0,0,0,0,0,0,0
2638490310,W.H. Christiansen,University of Washington,north_america_randoms,2,1,2,0,0,1,0,0,1,1
2100923053,Amy A. Hawley,University of Wisconsin-Madison,north_america_randoms,2,0,2,0,0,0,0,0,0,0
2146990886,Seth A. Vaccaro,University of Southern California,north_america_randoms,5,145,5,0,0,145,0,0,3,3
2321652449,E. R. Elbel,University of Kansas,north_america_randoms,1,8,0,0,0,0,0,0,1,1
2555955824,June M Uyehara,Purdue University,north_america_randoms,1,6,2,0,0,6,0,0,1,1
2461082599,Stephanie M. Hayne,University of Saskatchewan,north_america_randoms,7,79,6,0,0,79,0,0,5,5
2604785233,B A Koblin,University of Massachusetts Amherst,north_america_randoms,1,52,1,0,0,52,0,0,1,1
2915529901,Chau Vo,Stanford University,north_america_randoms,1,5,1,0,0,5,0,0,1,1
2742023842,Kinon,Duke University,north_america_randoms,1,1,1,0,0,1,0,0,1,1
2637674950,C. Landis,University of Washington,north_america_randoms,1,2,1,0,0,2,0,0,1,1
2615195779,Valerie Ward,University of Waterloo,north_america_randoms,5,10,4,0,0,10,0,0,1,1
178213310,Marc A. Hillmyer,University of Minnesota,north_america_randoms,519,34121,439,1,0,33552,3,0,101,101
1916678658,Jennifer Dyl,Brown University,north_america_randoms,8,202,7,0,0,199,0,0,7,7
2980448696,Vivek Vanaharam,Michigan State University,north_america_randoms,1,0,1,0,0,0,0,0,0,0
743960150,Nissa Kreidler,"University of California, Los Angeles",north_america_randoms,2,122,2,0,0,122,0,0,2,2
2636440184,H. J. S. Fernando,Arizona State University,north_america_randoms,1,10,1,0,0,10,0,0,1,1
2501837306,T.W. Nee,University of Arizona,north_america_randoms,1,5,1,0,0,5,0,0,1,1
2795964359,Douglas H. Mendel join(,"University of California, Los Angeles",north_america_randoms,2,0,1,0,0,0,0,0,0,0
2808994647,Yan Wang,"University of Maryland, College Park",north_america_randoms,2,8,2,0,0,8,0,0,1,1
2970619387,S. Nair,New York University,north_america_randoms,1,0,0,0,0,0,0,0,0,0
2307690696,Devin M. Rourke,University of Colorado Boulder,north_america_randoms,18,242,11,2,0,235,1,0,5,5
2672292431,R.A. Schapery,University of Texas at Austin,north_america_randoms,9,1247,9,0,0,1247,0,0,6,6
2189255779,Jamie F. Olson,Carnegie Mellon University,north_america_randoms,6,27,1,2,0,10,9,0,3,3
2484076285,Y.S. Kim,University of Illinois at Chicago,north_america_randoms,1,11,1,0,0,11,0,0,1,1
2973042819,I. Chakaberia,University of Kansas,north_america_randoms,5,822,0,0,0,0,0,0,0,0
2673063450,T R Chivers,Michigan State University,north_america_randoms,1,15,1,0,0,15,0,0,1,1
2047186273,S.T. Tuohy,Massachusetts Institute of Technology,north_america_randoms,16,233,9,4,0,192,20,0,8,8
2618582039,Eun Y. Lee,Washington University in St. Louis,north_america_randoms,4,95,4,0,1,95,0,23,3,2
2625715012,Patricia M LoRusso,Johns Hopkins University,north_america_randoms,1,12,1,0,0,12,0,0,1,1
2242761476,Bridget C. Griffith,Yale University,north_america_randoms,2,69,2,0,0,69,0,0,2,2
2232501031,Roshan J. Jachuck,Rensselaer Polytechnic Institute,north_america_randoms,2,18,2,0,0,18,0,0,2,2
2791012500,Glenn James,"University of California, Berkeley",north_america_randoms,3,1,3,0,0,1,0,0,1,1
2100801220,William S. Hatcher,Laval University,north_america_randoms,27,36,19,0,0,36,0,0,3,3
2696880078,Jian Hong,University of Wisconsin-Madison,north_america_randoms,5,59,3,0,0,59,0,0,3,3
2721325264,L. Jackson,North Carolina State University,north_america_randoms,1,5,1,0,0,5,0,0,1,1
2650667059,Kelly A. Keenan,"University of California, Los Angeles",north_america_randoms,1,11,1,0,0,11,0,0,1,1
2702251791,A. J. Cooper,University of Western Ontario,north_america_randoms,1,0,1,0,0,0,0,0,0,0
2920151428,Rosalind Parry,Princeton University,north_america_randoms,1,0,1,0,0,0,0,0,0,0
2684786632,E. H. Rubin,Washington University in St. Louis,north_america_randoms,1,8,1,0,0,8,0,0,1,1
2971317323,Suryansh Saxena,Carnegie Mellon University,north_america_randoms,2,0,0,2,0,0,0,0,0,0
2720935904,Corey Largman,Massachusetts Institute of Technology,north_america_randoms,1,2,1,0,0,2,0,0,1,1
2440230898,Kelly M. Doran,New York University,north_america_randoms,55,658,44,0,1,656,0,0,12,12
1971362520,Deepti Nene,University of Florida,north_america_randoms,1,8,0,0,0,0,0,0,1,1
2941740768,Steven Rogers,University of Florida,north_america_randoms,1,18,1,0,0,18,0,0,1,1
2133236372,Xing Hui Guo,Northeastern University,north_america_randoms,2,12,2,0,0,12,0,0,1,1
2516583798,D. D. Reynolds,University of Iowa,north_america_randoms,1,0,0,0,0,0,0,0,0,0
2165859897,Patrick J. Gannon,University of Pennsylvania,north_america_randoms,8,460,7,0,0,459,0,0,6,6
2402421217,M. Dhanani,University of Florida,north_america_randoms,2,0,2,0,0,0,0,0,0,0
2103160504,Donald E. Mitchell,Dalhousie University,north_america_randoms,100,4346,90,0,0,4316,0,0,37,37
2723584725,F.E. Guthrie,North Carolina State University,north_america_randoms,1,5,0,0,0,0,0,0,1,1
2488388107,Eva Kristof,University of Western Ontario,north_america_randoms,3,62,3,0,0,62,0,0,3,3
2118719922,Masami Kihara,Harvard University,north_america_randoms,3,0,3,0,0,0,0,0,0,0
2235429580,Marie Lin,Vanderbilt University,north_america_randoms,1,4,0,0,0,0,0,0,1,1
64382872,Marilyn J. Bain-Ackerman,Colorado State University,north_america_randoms,2,26,2,0,0,26,0,0,2,2
2564806420,Hee-Jung Song,"University of Maryland, College Park",north_america_randoms,5,3,5,0,0,3,0,0,1,1
349927734,Katherine R. Zodrow,Rice University,north_america_randoms,21,2102,16,0,0,1930,0,0,14,14
2408749971,Timra Gilson,Johns Hopkins University,north_america_randoms,4,105,4,0,0,105,0,0,3,3
2545422524,Yi Huang,University of Chicago,north_america_randoms,8,6,0,5,0,0,5,0,1,1
2555697947,D. Liu,George Washington University,north_america_randoms,1,209,1,0,0,209,0,0,1,1
2634768901,Li Wang,Vanderbilt University,north_america_randoms,1,20,1,0,0,20,0,0,1,1
2803918641,L. Xie,University of Toronto,north_america_randoms,1,1,1,0,0,1,0,0,1,1
2297846551,Aravindha R. Antoniswamy,University of Texas at Austin,north_america_randoms,13,56,6,0,0,49,0,0,4,4
304609952,Alan B. Bolten,University of Florida,north_america_randoms,167,10798,150,0,0,9724,0,0,56,56
2940113601,H. Li,"University of California, San Diego",north_america_randoms,1,0,0,0,0,0,0,0,0,0
2467227971,Lionel Fraser,Harvard University,north_america_randoms,4,114,4,0,0,114,0,0,4,4
2996666909,Amos Song,Vanderbilt University,north_america_randoms,1,0,0,0,0,0,0,0,0,0
1832058867,Ilaaf Darrat,University of Michigan,north_america_randoms,3,7,3,0,0,7,0,0,1,1
2152641811,C. L. Chien,Johns Hopkins University,north_america_randoms,83,2426,79,0,0,2423,0,0,20,20
2899822408,N.N. Hikoyeda,Stanford University,north_america_randoms,1,0,1,0,0,0,0,0,0,0
2576147161,K. M. Funk,University of Wisconsin-Madison,north_america_randoms,3,11,3,0,0,11,0,0,2,2
2308150194,Nelia Mann,University of Chicago,north_america_randoms,3,131,1,0,0,90,0,0,3,3
2695545103,TeYu Chien,Northwestern University,north_america_randoms,1,0,0,0,0,0,0,0,0,0
2094773471,Richard G. Pozen,University of Miami,north_america_randoms,10,281,10,0,0,281,0,0,6,6
2984306078,Miss Kathryn M. Denize,University of Ottawa,north_america_randoms,1,0,1,0,0,0,0,0,0,0
2609480228,Kaihong Wang,University of Florida,north_america_randoms,3,283,3,0,0,283,0,0,3,3
2804026597,Aaron James Ristow,Cornell University,north_america_randoms,1,16,1,0,0,16,0,0,1,1
2509895346,Timothy Folta,Virginia Tech,north_america_randoms,1,912,1,0,0,912,0,0,1,1
2674409919,T. M. Cormier,Vanderbilt University,north_america_randoms,1,2,1,0,0,2,0,0,1,1
2494983843,Kevin Zhao,University of Illinois at Urbana–Champaign,north_america_randoms,1,1,0,0,0,0,0,0,1,1
2313547202,Chris Wells,Vanderbilt University,north_america_randoms,1,0,1,0,0,0,0,0,0,0
2903244703,Zhang Hong-ge,Northeastern University,north_america_randoms,2,1,1,0,0,0,0,0,1,1
2264696560,Mark Stakhiv,University of Michigan,north_america_randoms,5,30,2,0,0,30,0,0,2,2
2680824663,Maurice Lee,University of Arizona,north_america_randoms,1,0,0,0,0,0,0,0,0,0
2824596170,† Zhen-He Wang,"University of California, Los Angeles",north_america_randoms,1,19,1,0,0,19,0,0,1,1
2986722416,Arthur J. Riopelle,University of Wisconsin-Madison,north_america_randoms,1,2,1,0,0,2,0,0,1,1
733722025,Nathaniel K. Szymczak,University of Michigan,north_america_randoms,44,1384,42,0,0,1384,0,0,20,20
2581908156,Jawad Kiani,University of Pittsburgh,north_america_randoms,3,3,3,0,0,3,0,0,1,1
2557421785,Jeanne Feuerstein,University of Colorado Denver,north_america_randoms,1,4,1,0,0,4,0,0,1,1
2342869203,Joshua Spector,University of Miami,north_america_randoms,1,0,1,0,0,0,0,0,0,0
2642685345,John W. Wilks,Cornell University,north_america_randoms,6,248,6,0,0,248,0,0,4,4
2136451396,D. B. Trust,University of Kansas,north_america_randoms,2,33,2,0,0,33,0,0,2,2
2533058470,Christopher Reed Martin,Pennsylvania State University,north_america_randoms,11,7,3,1,0,4,1,0,1,1
2956599467,Steven L. Elmlinger,Cornell University,north_america_randoms,4,1,2,2,0,1,0,0,1,1
2566155796,Emmanuel G. Balcos,University of Minnesota,north_america_randoms,14,820,14,0,0,820,0,0,13,13
2161124142,Carina Hernandez,New York University,north_america_randoms,10,48,9,0,0,48,0,0,3,3
2668883136,S.K. Sehgal,Columbia University,north_america_randoms,2,289,2,0,0,289,0,0,2,2
2603538930,William McGehee,North Carolina State University,north_america_randoms,1,19,1,0,0,19,0,0,1,1
1963947718,Sean E. Pechon,Tulane University,north_america_randoms,2,33,2,0,0,33,0,0,2,2
2764081850,Elda Perlino,University of Massachusetts Amherst,north_america_randoms,1,12,1,0,0,12,0,0,1,1
2660885276,Aleks Papo,University of Waterloo,north_america_randoms,1,1,0,1,0,0,1,0,1,1
2765055655,Yibiao Pan,University of Pittsburgh,north_america_randoms,1,8,0,0,0,0,0,0,1,1
2307895281,Peng Zhang,Ohio State University,north_america_randoms,1,0,0,0,0,0,0,0,0,0
2678469893,Jan Karl Warzelhan,Princeton University,north_america_randoms,1,26,0,1,0,0,26,0,1,1
2497453775,Sony Shrestha,Pennsylvania State University,north_america_randoms,38,795,28,1,1,795,0,28,16,15
2722317043,Elizabeth M Cummings,University of Massachusetts Amherst,north_america_randoms,1,13,1,0,0,13,0,0,1,1
2643829029,B. Larsen,University of Iowa,north_america_randoms,2,28,2,0,0,28,0,0,2,2
2789154070,Robert P. Murphy,Stanford University,north_america_randoms,1,31,1,0,0,31,0,0,1,1
2290286308,Tianjun Ye,Georgia Institute of Technology,north_america_randoms,1,19,1,0,0,19,0,0,1,1
2066091872,Alan Huett,Harvard University,north_america_randoms,30,4132,28,0,0,4132,0,0,17,17
2679996435,Patricia Neal,"University of California, San Diego",north_america_randoms,1,2,1,0,0,2,0,0,1,1
2139716560,K. Schmitt,University of Southern California,north_america_randoms,8,2676,8,0,0,2676,0,0,7,7
2112627602,Jaret Matthews,California Institute of Technology,north_america_randoms,21,527,6,3,0,462,21,0,9,9
2184754578,J.H. Dark,University of Toronto,north_america_randoms,2,32,2,0,0,32,0,0,2,2
2809099996,Kaitlyn P. Martin,Vanderbilt University,north_america_randoms,1,2,1,0,0,2,0,0,1,1
2718565878,Arthur E. Appleton,University of Pennsylvania,north_america_randoms,1,0,1,0,0,0,0,0,0,0
2496357084,William E. Hall,Columbia University,north_america_randoms,3,142,3,0,0,142,0,0,3,3
2416475445,Carter,"University of California, Santa Barbara",north_america_randoms,1,1,0,1,0,0,1,0,1,1
2652458879,Clarice J. Kestenbaum,Columbia University,north_america_randoms,24,1155,23,0,0,1155,0,0,6,6
2642957897,E. A. Rosenberg,University of Washington,north_america_randoms,1,23,1,0,0,23,0,0,1,1
2998434126,Yunlong Tang,"University of California, Berkeley",north_america_randoms,4,12,4,0,0,12,0,0,2,2
2609215202,Zubair Anwar,Massachusetts Institute of Technology,north_america_randoms,2,4,2,0,0,4,0,0,2,2
2662784037,Callis G. Morrill,"University of California, Berkeley",north_america_randoms,1,1,1,0,0,1,0,0,1,1
2797775854,Charles W. Johnson,University of Tennessee,north_america_randoms,1,0,1,0,0,0,0,0,0,0
2560073526,Andrew N. Hashikawa,University of Michigan,north_america_randoms,31,50,30,0,2,50,0,0,5,5
2653496032,Christopher M. Nguyen,McGill University,north_america_randoms,1,5,1,0,0,5,0,0,1,1
2660835851,Khadijeh Najafi,Georgetown University,north_america_randoms,2,10,2,0,0,10,0,0,1,1
2762250055,Hailing Su,"University of California, Irvine",north_america_randoms,1,9,1,0,0,9,0,0,1,1
2644536252,J.E. Thomas,University of Iowa,north_america_randoms,1,4,1,0,0,4,0,0,1,1
2927337836,Ju Tongzhong,Emory University,north_america_randoms,1,0,0,0,0,0,0,0,0,0
2104899175,Sona Young,University of Chicago,north_america_randoms,3,22,2,0,0,21,0,0,2,2
2986837929,Gold Mh,Northwestern University,north_america_randoms,2,16,2,0,0,16,0,0,2,2
2170029923,A. B. Carroll,University of Illinois at Urbana–Champaign,north_america_randoms,1,6,1,0,0,6,0,0,1,1
2439942674,Jae Hyung Robert,Harvard University,north_america_randoms,1,12,1,0,0,12,0,0,1,1
2051889801,Adam C. Gusse,University of Wisconsin-Madison,north_america_randoms,5,111,5,0,0,111,0,0,5,5
2514208656,Aaron Wernham,Columbia University,north_america_randoms,1,83,1,0,0,83,0,0,1,1
2716124218,Manoj M. Neriamparampil,Northwestern University,north_america_randoms,1,75,1,0,0,75,0,0,1,1
2584328002,Thien-Kim Le,Emory University,north_america_randoms,1,5,2,0,0,5,0,0,1,1
2780783386,D.O. Riska,Michigan State University,north_america_randoms,3,5,3,0,0,5,0,0,2,2
2110527979,James B. Sheehy,Pennsylvania State University,north_america_randoms,9,483,7,0,0,450,0,0,8,8
2600402728,Luis Alvarez-Castro,Ohio State University,north_america_randoms,1,0,0,0,0,0,0,0,0,0
2980806806,Yu-Chyuan Su,"University of California, Los Angeles",north_america_randoms,1,0,1,0,0,0,0,0,0,0
2478154117,Paul Crispen,University of Rochester,north_america_randoms,2,0,2,0,0,0,0,0,0,0
2999523425,Martina Francis,University of Arizona,north_america_randoms,1,0,0,0,0,0,0,0,0,0
2716336562,A.D. Courtemanche,University of British Columbia,north_america_randoms,1,1,1,0,0,1,0,0,1,1
2684500302,K. Kandarpa,Pennsylvania State University,north_america_randoms,1,53,1,0,0,53,0,0,1,1
2042766024,Greg E. Aniol,"University of California, Riverside",north_america_randoms,1,6,1,0,0,6,0,0,1,1
2894213455,Michael J. Kelley,"University of California, San Diego",north_america_randoms,3,34,3,0,0,34,0,0,3,3
2715629138,H. N. Benson,University of Minnesota,north_america_randoms,1,11,1,0,0,11,0,0,1,1
2651573065,R. Latt,McGill University,north_america_randoms,3,38,3,0,0,38,0,0,3,3
2709187876,L. J. Bukowiecki,Laval University,north_america_randoms,1,29,1,0,0,29,0,0,1,1
1577872667,Douglas A. Oursler,Johns Hopkins University,north_america_randoms,10,196,5,0,0,53,0,0,5,5
1273346100,Imtiaz A Mehkri,University at Buffalo,north_america_randoms,1,6,1,0,1,6,0,6,1,0
2688702778,Helen Francis-Lang,"University of California, San Diego",north_america_randoms,6,78,2,0,0,1,0,0,3,3
2689268413,Carrie Lynn Pfaff,University of Michigan,north_america_randoms,2,100,2,0,0,100,0,0,2,2
2567283555,Rommelyn Conde,Virginia Tech,north_america_randoms,1,8,1,0,0,8,0,0,1,1
2032233010,Cynthia H. Canan,Ohio State University,north_america_randoms,5,56,4,0,0,56,0,0,4,4
2609411330,E. G. Puszkin,Yeshiva University,north_america_randoms,1,2,1,0,0,2,0,0,1,1
2146130162,S. Zhang,Ohio State University,north_america_randoms,6,550,6,0,0,550,0,0,4,4
2635571738,Jeffery B. Maxson,University of Minnesota,north_america_randoms,1,10,1,0,0,10,0,0,1,1
2481681143,Moulay Sadiki,Johns Hopkins University,north_america_randoms,12,64,10,0,0,58,0,0,4,4
249598048,Supannika Koolmanojwong,University of Southern California,north_america_randoms,27,215,6,11,0,28,137,0,8,8
2608204674,H. H. Feder,Rutgers University,north_america_randoms,1,0,1,0,0,0,0,0,0,0
2620302551,Daling Zhu,Yale University,north_america_randoms,9,187,9,0,1,187,0,1,6,6
2666608616,Karen Brenner,New York University,north_america_randoms,3,1,0,0,0,0,0,0,1,1
2272451304,John Jeffrey Damasco,University of Illinois at Urbana–Champaign,north_america_randoms,8,9,7,0,0,9,0,0,1,1
361096495,J. Gregory Vermeychuk,Princeton University,north_america_randoms,3,6,3,0,0,6,0,0,1,1
2472966359,John P. Woloch,Colorado State University,north_america_randoms,2,0,2,0,0,0,0,0,0,0
2682699885,O. H. Scherbaum,"University of California, Los Angeles",north_america_randoms,1,4,1,0,0,4,0,0,1,1
2651234750,P. W. Flanigan,Ohio State University,north_america_randoms,2,9,2,0,0,9,0,0,2,2
1990424417,Eric M. Lind,University of Minnesota,north_america_randoms,44,2537,42,0,0,2536,0,0,19,19
2541914071,John S. Schieffelin,Tulane University,north_america_randoms,53,7100,46,0,0,2097,0,0,18,18
2645082274,Ina Choi,Michigan State University,north_america_randoms,1,2,0,0,0,0,0,0,1,1
2581105521,N.K. Sherman,Queen's University,north_america_randoms,2,7,2,0,0,7,0,0,1,1
2427316360,Tamara S Cox,University of Texas at Austin,north_america_randoms,2,436,2,0,0,436,0,0,2,2
2647068547,A. Vernekar,University of Pennsylvania,north_america_randoms,2,19,2,0,0,19,0,0,1,1
2648629708,A. Boudreau,University of Wisconsin-Madison,north_america_randoms,2,63,2,0,0,63,0,0,2,2
2651465605,W.J. Hickey,University of Wisconsin-Madison,north_america_randoms,1,16,1,0,0,16,0,0,1,1
2709728196,G. A. Coulman,Michigan State University,north_america_randoms,1,1,0,1,0,0,1,0,1,1
2173735036,Arya Soman,Harvard University,north_america_randoms,1,51,1,0,0,51,0,0,1,1
2761685957,Itsik Ben-Dor,Georgetown University,north_america_randoms,2,0,2,0,0,0,0,0,0,0
2742985305,Madeleins Oeetreicher,Northwestern University,north_america_randoms,1,0,1,0,0,0,0,0,0,0
2646208513,Dao Min Zhou,University of Southern California,north_america_randoms,2,138,2,0,0,138,0,0,2,2
2670594807,Shenquan Wang,Northeastern University,north_america_randoms,1,5,0,1,0,0,5,0,1,1
2546541625,Sagit Betser,"University of California, Davis",north_america_randoms,2,3,1,0,0,2,0,0,1,1
2669451767,Michael C. Gong,Ohio State University,north_america_randoms,1,0,1,0,0,0,0,0,0,0
2430424908,L.M. Chen,University of Chicago,north_america_randoms,4,114,4,0,1,114,0,0,3,3
2152580847,Roberta Freeman,"University of California, Los Angeles",north_america_randoms,15,3571,15,0,0,3571,0,0,15,15
2064508490,Laura E. Hirshfield,University of Illinois at Chicago,north_america_randoms,29,285,19,2,0,276,0,0,7,7
2973640770,BullockLinda,University of Virginia,north_america_randoms,1,0,1,0,0,0,0,0,0,0
2283445665,Babak Eshaghian,"University of California, Irvine",north_america_randoms,1,0,1,0,0,0,0,0,0,0
2578233710,N Sims,Harvard University,north_america_randoms,1,2,1,0,0,2,0,0,1,1
2660985745,Lyn M. Wancket,University of Illinois at Urbana–Champaign,north_america_randoms,1,18,1,0,0,18,0,0,1,1
2104437890,Tae-Hwan Yu,Massachusetts Institute of Technology,north_america_randoms,3,61,3,0,0,61,0,0,1,1
1967759024,Raffaella D’Auria,"University of California, Los Angeles",north_america_randoms,9,223,9,0,0,223,0,0,6,6
2604501762,Giuseppina Valle,University of Texas at Austin,north_america_randoms,1,4,1,0,0,4,0,0,1,1
2484291312,Don K. Hutchens,University of Rochester,north_america_randoms,1,0,1,0,0,0,0,0,0,0
2584999426,Reilly K. Curtin,University of Massachusetts Amherst,north_america_randoms,1,0,1,0,0,0,0,0,0,0
2942006575,Jane E. Schneiderman,University of Toronto,north_america_randoms,3,8,3,0,0,8,0,0,1,1
2112769920,J.W. Bonz,Yale University,north_america_randoms,2,0,2,0,0,0,0,0,0,0
2637849900,Jean-Pierre Felber,Harvard University,north_america_randoms,1,27,1,0,0,27,0,0,1,1
